Dealer_ID,Product_ID,Date,Quantity,Consumption,Location
D004,P007,2022-03-19,51.0,15.0,Chicago
D004,P007,2022-03-20,42.0,15.0,New York
D004,P007,2022-03-21,69.0,9.0,Chicago
D004,P007,2022-03-22,37.0,10.0,Chicago
D004,P007,2022-03-23,96.0,15.0,Chicago
D004,P007,2022-03-24,34.0,6.0,New York
D004,P007,2022-03-25,33.0,9.0,Chicago
D004,P007,2022-03-26,63.0,8.0,Chicago
D004,P007,2022-03-27,74.0,13.0,New York
D004,P007,2022-03-28,93.0,7.0,Los Angeles
D004,P007,2022-03-29,61.0,7.0,Chicago
D004,P007,2022-03-30,54.0,7.0,Los Angeles
D004,P008,2022-01-01,28.0,17.0,Los Angeles
D004,P008,2022-01-02,68.0,11.0,New York
D004,P008,2022-01-03,25.0,13.0,Los Angeles
D004,P008,2022-01-04,56.0,12.0,New York
D004,P008,2022-01-05,47.0,5.0,Los Angeles
D004,P008,2022-01-06,54.0,8.0,New York
D004,P008,2022-01-07,20.0,7.0,New York
D004,P008,2022-01-08,91.0,9.0,Chicago
D004,P008,2022-01-09,10.0,6.0,New York
D004,P008,2022-01-10,32.0,17.0,Chicago
D004,P008,2022-01-11,42.0,14.0,New York
D004,P008,2022-01-12,89.0,15.0,Chicago
D004,P008,2022-01-13,36.0,8.0,Los Angeles
D004,P008,2022-01-14,20.0,19.0,Chicago
D004,P008,2022-01-15,62.0,15.0,New York
D004,P008,2022-01-16,58.0,7.0,Los Angeles
D004,P008,2022-01-17,42.0,19.0,New York
D004,P008,2022-01-18,71.0,7.0,New York
D004,P008,2022-01-19,46.0,7.0,Chicago
D004,P008,2022-01-20,72.0,19.0,Los Angeles
D004,P008,2022-01-21,58.0,10.0,Los Angeles
D004,P008,2022-01-22,51.0,17.0,Chicago
D004,P008,2022-01-23,65.0,7.0,Los Angeles
D004,P008,2022-01-24,18.0,11.0,New York
D004,P008,2022-01-25,67.0,13.0,New York
D004,P008,2022-01-26,76.0,19.0,Chicago
D004,P008,2022-01-27,85.0,14.0,Chicago
D004,P008,2022-01-28,19.0,8.0,Chicago
D004,P008,2022-01-29,62.0,7.0,Los Angeles
D004,P008,2022-01-30,22.0,12.0,New York
D004,P008,2022-02-01,72.0,9.0,Chicago
D004,P008,2022-02-02,54.0,18.0,New York
D004,P008,2022-02-03,67.0,14.0,Los Angeles
D004,P008,2022-02-04,96.0,18.0,Chicago
D004,P008,2022-02-05,71.0,9.0,New York
D004,P008,2022-02-06,42.0,7.0,Chicago
D004,P008,2022-02-07,92.0,15.0,Chicago
D004,P008,2022-02-08,82.0,8.0,Los Angeles
D004,P008,2022-02-09,79.0,9.0,New York
D004,P008,2022-02-10,59.0,16.0,Los Angeles
D004,P008,2022-02-11,57.0,19.0,New York
D004,P008,2022-02-12,98.0,6.0,New York
D004,P008,2022-02-13,58.0,19.0,Los Angeles
D004,P008,2022-02-14,14.0,13.0,New York
D004,P008,2022-02-15,18.0,16.0,New York
D004,P008,2022-02-16,33.0,14.0,New York
D004,P008,2022-02-17,70.0,7.0,Los Angeles
D004,P008,2022-02-18,77.0,7.0,New York
D004,P008,2022-02-19,55.0,15.0,Los Angeles
D004,P008,2022-02-20,65.0,12.0,Los Angeles
D004,P008,2022-02-21,66.0,17.0,Los Angeles
D004,P008,2022-02-22,40.0,5.0,Chicago
D004,P008,2022-02-23,64.0,9.0,New York
D004,P008,2022-02-24,52.0,15.0,Los Angeles
D004,P008,2022-02-25,91.0,13.0,New York
D004,P008,2022-02-26,,,
D004,P008,2022-02-27,55.0,12.0,Chicago
D004,P008,2022-02-28,74.0,12.0,New York
D004,P008,2022-02-29,24.0,19.0,New York
D004,P008,2022-02-30,29.0,11.0,Los Angeles
D004,P008,2022-03-01,76.0,18.0,New York
D004,P008,2022-03-02,49.0,13.0,Chicago
D004,P008,2022-03-03,25.0,6.0,Chicago
D004,P008,2022-03-04,92.0,13.0,Los Angeles
D004,P008,2022-03-05,16.0,19.0,Chicago
D004,P008,2022-03-06,64.0,9.0,Chicago
D004,P008,2022-03-07,10.0,9.0,Los Angeles
D004,P008,2022-03-08,75.0,12.0,Los Angeles
D004,P008,2022-03-09,48.0,8.0,Chicago
D004,P008,2022-03-10,48.0,15.0,Chicago
D004,P008,2022-03-11,82.0,5.0,Los Angeles
D004,P008,2022-03-12,48.0,15.0,New York
D004,P008,2022-03-13,44.0,17.0,Los Angeles
D004,P008,2022-03-14,85.0,7.0,Chicago
D004,P008,2022-03-15,39.0,13.0,Los Angeles
D004,P008,2022-03-16,30.0,8.0,New York
D004,P008,2022-03-17,23.0,17.0,New York
D004,P008,2022-03-18,62.0,15.0,New York
D004,P008,2022-03-19,42.0,19.0,Los Angeles
D004,P008,2022-03-20,84.0,11.0,Chicago
D004,P008,2022-03-21,80.0,9.0,Chicago
D004,P008,2022-03-22,47.0,8.0,Los Angeles
D004,P008,2022-03-23,86.0,6.0,Chicago
D004,P008,2022-03-24,80.0,7.0,Los Angeles
D004,P008,2022-03-25,19.0,15.0,New York
D004,P008,2022-03-26,34.0,11.0,New York
D004,P008,2022-03-27,30.0,14.0,Chicago
D004,P008,2022-03-28,26.0,6.0,Chicago
D004,P008,2022-03-29,97.0,18.0,Chicago
D004,P008,2022-03-30,34.0,13.0,Los Angeles
D004,P009,2022-01-01,85.0,5.0,Los Angeles
D004,P009,2022-01-02,46.0,6.0,New York
D004,P009,2022-01-03,48.0,17.0,Los Angeles
D004,P009,2022-01-04,20.0,19.0,Los Angeles
D004,P009,2022-01-05,31.0,10.0,Chicago
D004,P009,2022-01-06,61.0,14.0,Chicago
D004,P009,2022-01-07,39.0,5.0,New York
D004,P009,2022-01-08,89.0,11.0,New York
D004,P009,2022-01-09,47.0,11.0,Los Angeles
D004,P009,2022-01-10,32.0,18.0,Los Angeles
D004,P009,2022-01-11,87.0,11.0,Chicago
D004,P009,2022-01-12,74.0,16.0,Chicago
D004,P009,2022-01-13,63.0,14.0,Los Angeles
D004,P009,2022-01-14,76.0,8.0,Chicago
D004,P009,2022-01-15,90.0,13.0,Los Angeles
D004,P009,2022-01-16,96.0,6.0,New York
D004,P009,2022-01-17,98.0,19.0,Chicago
D004,P009,2022-01-18,64.0,17.0,Chicago
D004,P009,2022-01-19,17.0,10.0,New York
D004,P009,2022-01-20,50.0,12.0,Los Angeles
D004,P009,2022-01-21,71.0,6.0,Los Angeles
D004,P009,2022-01-22,46.0,7.0,Los Angeles
D004,P009,2022-01-23,93.0,5.0,Los Angeles
D004,P009,2022-01-24,39.0,17.0,Chicago
D004,P009,2022-01-25,49.0,18.0,Chicago
D004,P009,2022-01-26,22.0,9.0,Chicago
D004,P009,2022-01-27,60.0,10.0,New York
D004,P009,2022-01-28,94.0,19.0,Los Angeles
D004,P009,2022-01-29,63.0,8.0,Chicago
D004,P009,2022-01-30,93.0,12.0,Chicago
D004,P009,2022-02-01,61.0,19.0,Chicago
D004,P009,2022-02-02,82.0,5.0,New York
D004,P009,2022-02-03,31.0,6.0,Los Angeles
D004,P009,2022-02-04,86.0,19.0,Chicago
D004,P009,2022-02-05,47.0,12.0,Los Angeles
D004,P009,2022-02-06,65.0,5.0,Chicago
D004,P009,2022-02-07,80.0,8.0,Chicago
D004,P009,2022-02-08,34.0,6.0,Los Angeles
D004,P009,2022-02-09,82.0,9.0,New York
D004,P009,2022-02-10,21.0,6.0,Los Angeles
D004,P009,2022-02-11,82.0,5.0,New York
D004,P009,2022-02-12,93.0,9.0,New York
D004,P009,2022-02-13,29.0,10.0,Los Angeles
D004,P009,2022-02-14,62.0,7.0,Chicago
D004,P009,2022-02-15,56.0,18.0,New York
D004,P009,2022-02-16,30.0,8.0,Chicago
D004,P009,2022-02-17,86.0,8.0,Los Angeles
D004,P009,2022-02-18,25.0,16.0,New York
D004,P009,2022-02-19,83.0,8.0,Los Angeles
D004,P009,2022-02-20,76.0,7.0,New York
D004,P009,2022-02-21,89.0,19.0,Chicago
D004,P009,2022-02-22,36.0,16.0,New York
D004,P009,2022-02-23,67.0,15.0,Los Angeles
D004,P009,2022-02-24,39.0,7.0,New York
D004,P009,2022-02-25,51.0,10.0,Los Angeles
D004,P009,2022-02-26,30.0,5.0,Chicago
D004,P009,2022-02-27,21.0,9.0,New York
D004,P009,2022-02-28,36.0,19.0,Los Angeles
D004,P009,2022-02-29,64.0,10.0,Chicago
D004,P009,2022-02-30,90.0,16.0,New York
D004,P009,2022-03-01,48.0,7.0,New York
D004,P009,2022-03-02,13.0,18.0,New York
D004,P009,2022-03-03,990.0,190.0,
D004,P009,2022-03-04,95.0,18.0,Chicago
D004,P009,2022-03-05,83.0,13.0,New York
D004,P009,2022-03-06,22.0,5.0,Los Angeles
D004,P009,2022-03-07,37.0,15.0,New York
D004,P009,2022-03-08,60.0,13.0,New York
D004,P009,2022-03-09,62.0,15.0,Los Angeles
D004,P009,2022-03-10,26.0,19.0,Los Angeles
D004,P009,2022-03-11,92.0,6.0,Los Angeles
D004,P009,2022-03-12,69.0,7.0,Chicago
D004,P009,2022-03-13,80.0,6.0,Los Angeles
D004,P009,2022-03-14,85.0,13.0,New York
D004,P009,2022-03-15,26.0,6.0,Chicago
D004,P009,2022-03-16,40.0,16.0,New York
D004,P009,2022-03-17,71.0,8.0,Chicago
D004,P009,2022-03-18,45.0,8.0,New York
D004,P009,2022-03-19,60.0,6.0,Chicago
D004,P009,2022-03-20,59.0,11.0,New York
D004,P009,2022-03-21,57.0,16.0,Los Angeles
D004,P009,2022-03-22,76.0,14.0,Chicago
D004,P009,2022-03-23,65.0,14.0,Los Angeles
D004,P009,2022-03-24,10.0,7.0,Los Angeles
D004,P009,2022-03-25,,,
D004,P009,2022-03-26,27.0,9.0,Chicago
D004,P009,2022-03-27,59.0,19.0,Chicago
D004,P009,2022-03-28,61.0,5.0,New York
D004,P009,2022-03-29,85.0,15.0,New York
D004,P009,2022-03-30,57.0,14.0,New York
D004,P010,2022-01-01,64.0,6.0,New York
D004,P010,2022-01-02,45.0,18.0,New York
D004,P010,2022-01-03,70.0,18.0,Los Angeles
D004,P010,2022-01-04,21.0,17.0,Chicago
D004,P010,2022-01-05,32.0,12.0,New York
D004,P010,2022-01-06,70.0,6.0,Chicago
D004,P010,2022-01-07,80.0,5.0,New York
D004,P010,2022-01-08,85.0,18.0,Los Angeles
D004,P010,2022-01-09,43.0,16.0,Los Angeles
D004,P010,2022-01-10,53.0,8.0,New York
D004,P010,2022-01-11,56.0,12.0,Los Angeles
D004,P010,2022-01-12,73.0,19.0,Chicago
D004,P010,2022-01-13,19.0,12.0,Chicago
D004,P010,2022-01-14,10.0,9.0,Los Angeles
D004,P010,2022-01-15,43.0,14.0,Chicago
D004,P010,2022-01-16,96.0,12.0,Los Angeles
D004,P010,2022-01-17,57.0,7.0,Los Angeles
D004,P010,2022-01-18,49.0,5.0,Chicago
D004,P010,2022-01-19,55.0,10.0,Chicago
D004,P010,2022-01-20,65.0,16.0,Los Angeles
D004,P010,2022-01-21,28.0,7.0,Los Angeles
D004,P010,2022-01-22,16.0,10.0,Chicago
D004,P010,2022-01-23,20.0,11.0,New York
D004,P010,2022-01-24,57.0,6.0,Chicago
D004,P010,2022-01-25,84.0,17.0,Los Angeles
D004,P010,2022-01-26,36.0,7.0,Chicago
D004,P010,2022-01-27,49.0,5.0,Chicago
D004,P010,2022-01-28,52.0,16.0,Chicago
D004,P010,2022-01-29,49.0,17.0,Los Angeles
D004,P010,2022-01-30,82.0,13.0,Chicago
D004,P010,2022-02-01,16.0,16.0,Los Angeles
D004,P010,2022-02-02,47.0,8.0,New York
D004,P010,2022-02-03,50.0,10.0,Los Angeles
D004,P010,2022-02-04,94.0,8.0,Los Angeles
D004,P010,2022-02-05,59.0,17.0,Los Angeles
D004,P010,2022-02-06,49.0,14.0,Los Angeles
D004,P010,2022-02-07,70.0,5.0,New York
D004,P010,2022-02-08,76.0,16.0,New York
D004,P010,2022-02-09,90.0,10.0,Los Angeles
D004,P010,2022-02-10,77.0,17.0,New York
D004,P010,2022-02-11,29.0,14.0,New York
D004,P010,2022-02-12,15.0,13.0,Chicago
D004,P010,2022-02-13,35.0,15.0,Chicago
D004,P010,2022-02-14,37.0,17.0,Chicago
D004,P010,2022-02-15,23.0,12.0,Los Angeles
D004,P010,2022-02-16,87.0,13.0,Chicago
D004,P010,2022-02-17,89.0,8.0,Chicago
D004,P010,2022-02-18,36.0,6.0,Los Angeles
D004,P010,2022-02-19,88.0,9.0,New York
D004,P010,2022-02-20,87.0,18.0,New York
D004,P010,2022-02-21,47.0,10.0,New York
D004,P010,2022-02-22,92.0,10.0,Los Angeles
D004,P010,2022-02-23,97.0,5.0,Chicago
D004,P010,2022-02-24,40.0,13.0,New York
D004,P010,2022-02-25,44.0,19.0,Chicago
D004,P010,2022-02-26,78.0,9.0,New York
D004,P010,2022-02-27,52.0,6.0,New York
D004,P010,2022-02-28,68.0,11.0,Chicago
D004,P010,2022-02-29,65.0,5.0,New York
D004,P010,2022-02-30,58.0,16.0,New York
D004,P010,2022-03-01,36.0,5.0,New York
D004,P010,2022-03-02,58.0,16.0,New York
D004,P010,2022-03-03,91.0,17.0,Chicago
D004,P010,2022-03-04,97.0,11.0,Chicago
D004,P010,2022-03-05,70.0,10.0,Chicago
D004,P010,2022-03-06,69.0,18.0,Chicago
D004,P010,2022-03-07,24.0,14.0,Chicago
D004,P010,2022-03-08,19.0,17.0,Los Angeles
D004,P010,2022-03-09,93.0,8.0,Los Angeles
D004,P010,2022-03-10,25.0,6.0,New York
D004,P010,2022-03-11,35.0,13.0,New York
D004,P010,2022-03-12,26.0,9.0,Chicago
D004,P010,2022-03-13,14.0,8.0,Chicago
D004,P010,2022-03-14,19.0,13.0,Chicago
D004,P010,2022-03-15,79.0,12.0,New York
D004,P010,2022-03-16,53.0,5.0,Chicago
D004,P010,2022-03-17,88.0,7.0,Los Angeles
D004,P010,2022-03-18,77.0,19.0,Chicago
D004,P010,2022-03-19,14.0,17.0,New York
D004,P010,2022-03-20,84.0,8.0,Los Angeles
D004,P010,2022-03-21,97.0,15.0,New York
D004,P010,2022-03-22,40.0,17.0,Chicago
D004,P010,2022-03-23,92.0,17.0,Los Angeles
D004,P010,2022-03-24,37.0,14.0,Los Angeles
D004,P010,2022-03-25,61.0,10.0,Los Angeles
D004,P010,2022-03-26,20.0,6.0,New York
D004,P010,2022-03-27,30.0,9.0,Chicago
D004,P010,2022-03-28,16.0,17.0,Los Angeles
D004,P010,2022-03-29,30.0,10.0,Chicago
D004,P010,2022-03-30,76.0,19.0,Los Angeles
D004,P011,2022-01-01,97.0,14.0,Los Angeles
D004,P011,2022-01-02,98.0,9.0,Los Angeles
D004,P011,2022-01-03,41.0,7.0,New York
D004,P011,2022-01-04,84.0,18.0,New York
D004,P011,2022-01-05,30.0,16.0,Chicago
D004,P011,2022-01-06,78.0,6.0,New York
D004,P011,2022-01-07,74.0,6.0,Chicago
D004,P011,2022-01-08,48.0,8.0,New York
D004,P011,2022-01-09,93.0,11.0,Los Angeles
D004,P011,2022-01-10,79.0,19.0,Chicago
D004,P011,2022-01-11,91.0,18.0,New York
D004,P011,2022-01-12,25.0,17.0,Los Angeles
D004,P011,2022-01-13,16.0,15.0,Chicago
D004,P011,2022-01-14,77.0,14.0,New York
D004,P011,2022-01-15,24.0,19.0,Chicago
D004,P011,2022-01-16,27.0,14.0,Los Angeles
D004,P011,2022-01-17,53.0,15.0,New York
D004,P011,2022-01-18,90.0,7.0,Los Angeles
D004,P011,2022-01-19,91.0,11.0,Los Angeles
D004,P011,2022-01-20,,,
D004,P011,2022-01-21,35.0,10.0,Chicago
D004,P011,2022-01-22,79.0,18.0,New York
D004,P011,2022-01-23,91.0,12.0,Los Angeles
D004,P011,2022-01-24,45.0,11.0,Chicago
D004,P011,2022-01-25,41.0,12.0,Chicago
D004,P011,2022-01-26,78.0,10.0,New York
D004,P011,2022-01-27,46.0,16.0,Los Angeles
D004,P011,2022-01-28,46.0,14.0,New York
D004,P011,2022-01-29,16.0,11.0,Los Angeles
D004,P011,2022-01-30,17.0,11.0,Los Angeles
D004,P011,2022-02-01,99.0,13.0,Los Angeles
D004,P011,2022-02-02,26.0,9.0,Chicago
D004,P011,2022-02-03,36.0,10.0,Chicago
D004,P011,2022-02-04,87.0,12.0,New York
D004,P011,2022-02-05,71.0,8.0,Chicago
D004,P011,2022-02-06,59.0,5.0,Chicago
D004,P011,2022-02-07,17.0,18.0,Los Angeles
D004,P011,2022-02-08,55.0,14.0,New York
D004,P011,2022-02-09,83.0,6.0,New York
D004,P011,2022-02-10,99.0,5.0,Los Angeles
D004,P011,2022-02-11,16.0,19.0,New York
D004,P011,2022-02-12,,,
D004,P011,2022-02-13,35.0,17.0,Chicago
D004,P011,2022-02-14,36.0,13.0,New York
D004,P011,2022-02-15,66.0,11.0,Chicago
D004,P011,2022-02-16,77.0,10.0,Chicago
D004,P011,2022-02-17,66.0,19.0,New York
D004,P011,2022-02-18,65.0,6.0,Chicago
D004,P011,2022-02-19,43.0,8.0,New York
D004,P011,2022-02-20,66.0,10.0,Los Angeles
D004,P011,2022-02-21,94.0,8.0,Los Angeles
D004,P011,2022-02-22,86.0,10.0,Chicago
D004,P011,2022-02-23,93.0,8.0,Los Angeles
D004,P011,2022-02-24,16.0,6.0,Los Angeles
D004,P011,2022-02-25,48.0,9.0,Chicago
D004,P011,2022-02-26,23.0,18.0,Chicago
D004,P011,2022-02-27,83.0,15.0,New York
D004,P011,2022-02-28,81.0,17.0,Chicago
D004,P011,2022-02-29,43.0,15.0,New York
D004,P011,2022-02-30,69.0,15.0,New York
D004,P011,2022-03-01,28.0,10.0,Chicago
D004,P011,2022-03-02,35.0,12.0,New York
D004,P011,2022-03-03,72.0,8.0,Los Angeles
D004,P011,2022-03-04,33.0,10.0,Chicago
D004,P011,2022-03-05,17.0,7.0,Chicago
D004,P011,2022-03-06,77.0,16.0,New York
D004,P011,2022-03-07,92.0,10.0,Chicago
D004,P011,2022-03-08,58.0,15.0,New York
D004,P011,2022-03-09,57.0,11.0,Los Angeles
D004,P011,2022-03-10,65.0,13.0,New York
D004,P011,2022-03-11,69.0,15.0,Chicago
D004,P011,2022-03-12,73.0,18.0,Chicago
D004,P011,2022-03-13,34.0,12.0,Chicago
D004,P011,2022-03-14,39.0,12.0,Chicago
D004,P011,2022-03-15,72.0,8.0,Chicago
D004,P011,2022-03-16,56.0,17.0,Los Angeles
D004,P011,2022-03-17,95.0,14.0,Chicago
D004,P011,2022-03-18,23.0,11.0,Chicago
D004,P011,2022-03-19,63.0,6.0,Chicago
D004,P011,2022-03-20,89.0,13.0,New York
D004,P011,2022-03-21,38.0,16.0,Chicago
D004,P011,2022-03-22,42.0,6.0,Chicago
D004,P011,2022-03-23,50.0,11.0,Chicago
D004,P011,2022-03-24,44.0,15.0,Los Angeles
D004,P011,2022-03-25,97.0,5.0,New York
D004,P011,2022-03-26,38.0,13.0,Chicago
D004,P011,2022-03-27,36.0,5.0,Los Angeles
D004,P011,2022-03-28,34.0,6.0,Chicago
D004,P011,2022-03-29,54.0,7.0,New York
D004,P011,2022-03-30,68.0,19.0,New York
D004,P012,2022-01-01,73.0,5.0,Los Angeles
D004,P012,2022-01-02,65.0,5.0,Los Angeles
D004,P012,2022-01-03,26.0,13.0,Los Angeles
D004,P012,2022-01-04,78.0,8.0,Los Angeles
D004,P012,2022-01-05,62.0,17.0,New York
D004,P012,2022-01-06,95.0,13.0,Los Angeles
D004,P012,2022-01-07,53.0,18.0,Chicago
D004,P012,2022-01-08,49.0,18.0,Chicago
D004,P012,2022-01-09,98.0,6.0,New York
D004,P012,2022-01-10,15.0,17.0,Los Angeles
D004,P012,2022-01-11,40.0,15.0,Chicago
D004,P012,2022-01-12,10.0,13.0,New York
D004,P012,2022-01-13,30.0,19.0,Chicago
D004,P012,2022-01-14,41.0,17.0,Chicago
D004,P012,2022-01-15,28.0,5.0,New York
D004,P012,2022-01-16,45.0,8.0,New York
D004,P012,2022-01-17,80.0,10.0,Los Angeles
D004,P012,2022-01-18,57.0,7.0,New York
D004,P012,2022-01-19,73.0,8.0,Los Angeles
D004,P012,2022-01-20,70.0,18.0,New York
D004,P012,2022-01-21,38.0,5.0,Los Angeles
D004,P012,2022-01-22,62.0,19.0,Los Angeles
D004,P012,2022-01-23,49.0,15.0,Chicago
D004,P012,2022-01-24,,,
D004,P012,2022-01-25,19.0,6.0,New York
D004,P012,2022-01-26,73.0,13.0,Los Angeles
D004,P012,2022-01-27,60.0,18.0,New York
D004,P012,2022-01-28,57.0,7.0,New York
D004,P012,2022-01-29,39.0,6.0,Los Angeles
D004,P012,2022-01-30,88.0,16.0,Los Angeles
D004,P012,2022-02-01,20.0,12.0,New York
D004,P012,2022-02-02,60.0,5.0,New York
D004,P012,2022-02-03,39.0,12.0,Chicago
D004,P012,2022-02-04,88.0,14.0,Los Angeles
D004,P012,2022-02-05,36.0,17.0,Chicago
D004,P012,2022-02-06,38.0,19.0,Chicago
D004,P012,2022-02-07,94.0,9.0,Los Angeles
D004,P012,2022-02-08,64.0,6.0,Los Angeles
D004,P012,2022-02-09,45.0,16.0,Chicago
D004,P012,2022-02-10,28.0,11.0,Los Angeles
D004,P012,2022-02-11,52.0,11.0,Los Angeles
D004,P012,2022-02-12,29.0,7.0,Chicago
D004,P012,2022-02-13,31.0,18.0,New York
D004,P012,2022-02-14,11.0,8.0,Chicago
D004,P012,2022-02-15,90.0,11.0,Chicago
D004,P012,2022-02-16,85.0,10.0,New York
D004,P012,2022-02-17,32.0,9.0,Chicago
D004,P012,2022-02-18,45.0,8.0,Los Angeles
D004,P012,2022-02-19,13.0,7.0,Los Angeles
D004,P012,2022-02-20,16.0,8.0,Chicago
D004,P012,2022-02-21,22.0,19.0,New York
D004,P012,2022-02-22,95.0,6.0,Los Angeles
D004,P012,2022-02-23,54.0,10.0,Chicago
D004,P012,2022-02-24,80.0,15.0,Chicago
D004,P012,2022-02-25,78.0,9.0,Los Angeles
D004,P012,2022-02-26,48.0,12.0,Los Angeles
D004,P012,2022-02-27,33.0,10.0,New York
D004,P012,2022-02-28,37.0,11.0,Chicago
D004,P012,2022-02-29,47.0,10.0,Los Angeles
D004,P012,2022-02-30,45.0,10.0,Los Angeles
D004,P012,2022-03-01,77.0,17.0,New York
D004,P012,2022-03-02,65.0,6.0,New York
D004,P012,2022-03-03,69.0,6.0,Chicago
D004,P012,2022-03-04,80.0,13.0,New York
D004,P012,2022-03-05,14.0,13.0,New York
D004,P012,2022-03-06,64.0,6.0,Chicago
D004,P012,2022-03-07,86.0,9.0,Los Angeles
D004,P012,2022-03-08,85.0,9.0,New York
D004,P012,2022-03-09,15.0,15.0,New York
D004,P012,2022-03-10,97.0,11.0,Los Angeles
D004,P012,2022-03-11,11.0,5.0,New York
D004,P012,2022-03-12,95.0,15.0,Los Angeles
D004,P012,2022-03-13,89.0,6.0,Los Angeles
D004,P012,2022-03-14,67.0,19.0,New York
D004,P012,2022-03-15,,,
D004,P012,2022-03-16,47.0,6.0,New York
D004,P012,2022-03-17,35.0,14.0,New York
D004,P012,2022-03-18,57.0,6.0,New York
D004,P012,2022-03-19,12.0,17.0,Los Angeles
D004,P012,2022-03-20,20.0,15.0,Los Angeles
D004,P012,2022-03-21,51.0,18.0,Los Angeles
D004,P012,2022-03-22,97.0,17.0,Chicago
D004,P012,2022-03-23,52.0,10.0,Chicago
D004,P012,2022-03-24,46.0,7.0,New York
D004,P012,2022-03-25,31.0,6.0,New York
D004,P012,2022-03-26,35.0,7.0,New York
D004,P012,2022-03-27,29.0,18.0,Chicago
D004,P012,2022-03-28,57.0,5.0,Los Angeles
D004,P012,2022-03-29,88.0,15.0,Chicago
D004,P012,2022-03-30,37.0,6.0,New York
D004,P013,2022-01-01,59.0,9.0,Los Angeles
D004,P013,2022-01-02,21.0,8.0,New York
D004,P013,2022-01-03,68.0,16.0,Los Angeles
D004,P013,2022-01-04,85.0,9.0,New York
D004,P013,2022-01-05,25.0,11.0,Los Angeles
D004,P013,2022-01-06,63.0,11.0,New York
D004,P013,2022-01-07,48.0,17.0,Los Angeles
D004,P013,2022-01-08,41.0,19.0,Chicago
D004,P013,2022-01-09,74.0,17.0,Chicago
D004,P013,2022-01-10,13.0,11.0,Chicago
D004,P013,2022-01-11,57.0,12.0,New York
D004,P013,2022-01-12,19.0,14.0,Los Angeles
D004,P013,2022-01-13,55.0,17.0,Chicago
D004,P013,2022-01-14,15.0,6.0,Chicago
D004,P013,2022-01-15,47.0,11.0,New York
D004,P013,2022-01-16,51.0,15.0,New York
D004,P013,2022-01-17,18.0,19.0,Chicago
D004,P013,2022-01-18,17.0,18.0,Los Angeles
D004,P013,2022-01-19,70.0,5.0,New York
D004,P013,2022-01-20,55.0,9.0,Chicago
D004,P013,2022-01-21,,,
D004,P013,2022-01-22,38.0,8.0,Los Angeles
D004,P013,2022-01-23,82.0,8.0,Chicago
D004,P013,2022-01-24,56.0,14.0,Los Angeles
D004,P013,2022-01-25,84.0,13.0,Los Angeles
D004,P013,2022-01-26,63.0,6.0,Los Angeles
D004,P013,2022-01-27,54.0,17.0,Chicago
D004,P013,2022-01-28,67.0,18.0,Los Angeles
D004,P013,2022-01-29,24.0,16.0,Los Angeles
D004,P013,2022-01-30,70.0,17.0,New York
D004,P013,2022-02-01,74.0,7.0,Los Angeles
D004,P013,2022-02-02,77.0,10.0,Chicago
D004,P013,2022-02-03,18.0,13.0,New York
D004,P013,2022-02-04,24.0,18.0,New York
D004,P013,2022-02-05,98.0,12.0,New York
D004,P013,2022-02-06,85.0,6.0,Chicago
D004,P013,2022-02-07,78.0,5.0,Chicago
D004,P013,2022-02-08,60.0,6.0,Chicago
D004,P013,2022-02-09,11.0,19.0,Chicago
D004,P013,2022-02-10,80.0,12.0,Los Angeles
D004,P013,2022-02-11,32.0,9.0,Los Angeles
D004,P013,2022-02-12,51.0,16.0,Los Angeles
D004,P013,2022-02-13,16.0,17.0,New York
D004,P013,2022-02-14,98.0,5.0,Los Angeles
D004,P013,2022-02-15,77.0,18.0,Los Angeles
D004,P013,2022-02-16,50.0,18.0,Los Angeles
D004,P013,2022-02-17,36.0,12.0,New York
D004,P013,2022-02-18,68.0,19.0,Los Angeles
D004,P013,2022-02-19,36.0,6.0,Chicago
D004,P013,2022-02-20,95.0,6.0,New York
D004,P013,2022-02-21,74.0,11.0,Chicago
D004,P013,2022-02-22,19.0,19.0,Chicago
D004,P013,2022-02-23,32.0,13.0,Chicago
D004,P013,2022-02-24,48.0,16.0,Chicago
D004,P013,2022-02-25,27.0,16.0,Los Angeles
D004,P013,2022-02-26,78.0,10.0,Los Angeles
D004,P013,2022-02-27,79.0,18.0,New York
D004,P013,2022-02-28,45.0,5.0,New York
D004,P013,2022-02-29,98.0,13.0,New York
D004,P013,2022-02-30,23.0,11.0,Chicago
D004,P013,2022-03-01,15.0,15.0,New York
D004,P013,2022-03-02,45.0,16.0,Los Angeles
D004,P013,2022-03-03,89.0,5.0,Los Angeles
D004,P013,2022-03-04,72.0,16.0,Los Angeles
D004,P013,2022-03-05,68.0,9.0,Chicago
D004,P013,2022-03-06,30.0,18.0,New York
D004,P013,2022-03-07,64.0,16.0,Chicago
D004,P013,2022-03-08,25.0,6.0,Chicago
D004,P013,2022-03-09,37.0,15.0,Los Angeles
D004,P013,2022-03-10,15.0,10.0,New York
D004,P013,2022-03-11,32.0,18.0,Chicago
D004,P013,2022-03-12,93.0,17.0,New York
D004,P013,2022-03-13,42.0,5.0,Chicago
D004,P013,2022-03-14,87.0,10.0,Los Angeles
D004,P013,2022-03-15,80.0,12.0,Chicago
D004,P013,2022-03-16,83.0,15.0,New York
D004,P013,2022-03-17,11.0,9.0,New York
D004,P013,2022-03-18,17.0,5.0,Chicago
